grant_id,feature_name,cluster_id,resource_id,service_id,start_time,end_time
2319124,Core/l3dGen|Loader/OpenJT,vaas-k8s-in01,f9f7041edd8ff69a060cb42fad2913671078d650,TranscoderService,2022-09-19T18:20:49Z,2022-09-19T18:20:57Z
2319156,Core/l3dGen|Loader/OpenJT,vaas-k8s-in01,869f3aa35c60b70cf888981851878edb4ffebdf6,TranscoderService,2022-09-19T18:20:51Z,2022-09-19T18:21:07Z
2319101,Core/l3dGen|Loader/OpenJT,vaas-k8s-in01,08a3030111bfe1c62aad19e8cf32a667e62b460a,TranscoderService,2022-09-19T18:20:48Z,2022-09-19T18:21:09Z
2319419,Core/l3dGen|Loader/OpenJT,vaas-k8s-in01,5bcb9ede20185c5d722ff2c31aed3bc288568d39,TranscoderService,2022-09-19T18:21:10Z,2022-09-19T18:21:18Z
2319368,Core/l3dGen|Loader/OpenJT,vaas-k8s-in01,77958353b76d9a6ada41167476bd80d0de6b7739,TranscoderService,2022-09-19T18:21:06Z,2022-09-19T18:21:14Z
2320192,Core/l3dGen|Loader/OpenJT,vaas-k8s-in01,9bed5fde2c34fa254c2efccf5b2577f8af36c90b,TranscoderService,2022-09-19T18:22:03Z,2022-09-19T18:22:14Z
2320318,Core/l3dGen|Loader/OpenJT,vaas-k8s-in01,fe79f4982d29d802f8cdaa77facedff8bc78c7a0,TranscoderService,2022-09-19T18:23:10Z,2022-09-19T18:23:13Z
2322647,Core/l3dGen|Loader/OpenJT,vaas-k8s-in01,80c64357cc8b6fea017f86bd9ab83b2fce31bc3a,TranscoderService,2022-09-19T18:37:40Z,2022-09-19T18:37:46Z
2322703,Core/l3dGen|Loader/OpenJT,vaas-k8s-in01,c39b8ad7f8e7a36e85184cfa9c9136f5dbce9871,TranscoderService,2022-09-19T18:37:45Z,2022-09-19T18:37:53Z
2322610,Core/l3dGen|Loader/OpenJT,vaas-k8s-in01,1e3687b180ae608b93005578c80504b47a9781d7,TranscoderService,2022-09-19T18:37:38Z,2022-09-19T18:37:49Z
2322385,Core/l3dGen|Loader/OpenJT,vaas-k8s-in01,9ca0e2ee8cdfcc290105c9feb310c9622ca00d09,TranscoderService,2022-09-19T18:37:22Z,2022-09-19T18:37:29Z
2322463,Core/l3dGen|Loader/OpenJT,vaas-k8s-in01,5941f71480e802d17472f29b735e9fcee89c56d3,TranscoderService,2022-09-19T18:37:28Z,2022-09-19T18:37:34Z
2322485,Core/l3dGen|Loader/OpenJT,vaas-k8s-in01,ef3720c675d94e936dfba219d3b51437a2e8e95d,TranscoderService,2022-09-19T18:37:29Z,2022-09-19T18:37:45Z
2322965,Core/l3dGen|Loader/OpenJT,vaas-k8s-in01,ad5efd2fd7c99be02bc0598766ed1634e17118b5,TranscoderService,2022-09-19T18:38:07Z,2022-09-19T18:38:13Z
2323461,Core/l3dGen|Loader/OpenJT,vaas-k8s-in01,65ebcbb96c8a46be05765cbfe055e10a53787568,TranscoderService,2022-09-19T18:54:29Z,2022-09-19T18:54:35Z
2323978,Core/l3dGen|Loader/OpenJT,vaas-k8s-in01,4d2d74c2dc3fde55e36976433a80e4ad2038733e,TranscoderService,2022-09-19T18:55:00Z,2022-09-19T18:55:14Z
2324303,Core/l3dGen|Loader/OpenJT,vaas-k8s-in01,ae6891547fedcb570732ba1ab5dc5042f3914334,TranscoderService,2022-09-19T18:55:31Z,2022-09-19T18:55:33Z
2324020,Core/l3dGen|Loader/OpenJT,vaas-k8s-in01,169e43244169c475ee3e7f270b8eb67f4edf0b8a,TranscoderService,2022-09-19T18:55:03Z,2022-09-19T18:55:11Z
2324545,Core/l3dGen|Loader/OpenJT,vaas-k8s-in01,7c25d6c5c03c79f7d5d7a4b80e598d840be0b3fe,TranscoderService,2022-09-19T19:00:42Z,2022-09-19T19:00:43Z
2325278,Core/l3dGen|Loader/OpenJT,vaas-k8s-in01,0e92cb5f986b0228219035ed27ffd49e68eb5b69,TranscoderService,2022-09-19T19:18:00Z,2022-09-19T19:18:24Z
2326211,Core/l3dGen|Loader/OpenJT,vaas-k8s-in01,386ae012e0dadc161a4b0098460b079cfe46c74f,TranscoderService,2022-09-19T19:24:52Z,2022-09-19T19:24:56Z
2326112,Core/l3dGen|Loader/OpenJT,vaas-k8s-in01,b713ef41382ae482536676c7d66b4acbaf53f4cc,TranscoderService,2022-09-19T19:24:44Z,2022-09-19T19:24:52Z
2326749,Core/l3dGen|Loader/OpenJT,vaas-k8s-in01,48b3ddb24910d238926e43b01d897740dd5796cf,TranscoderService,2022-09-19T19:27:58Z,2022-09-19T19:28:02Z
2327239,Core/l3dGen|Loader/OpenJT,vaas-k8s-in01,50fc81b9be869079e4b15142cdaa12a7b45796ad,TranscoderService,2022-09-19T19:35:12Z,2022-09-19T19:35:14Z
2326996,Core/l3dGen|Loader/OpenJT,vaas-k8s-in01,e808e3473b3029315edd568b8e75ba5d0cb8f521,TranscoderService,2022-09-19T19:34:54Z,2022-09-19T19:35:38Z
2327245,Core/l3dGen|Loader/OpenJT,vaas-k8s-in01,6b70c779d0a55c33dd3adfd6c6f1fbdb12433f2a,TranscoderService,2022-09-19T19:35:11Z,2022-09-19T19:35:16Z
2327407,Core/l3dGen|Loader/OpenJT,vaas-k8s-in01,fdca1a504722dfe63f91463962946543f64c252d,TranscoderService,2022-09-19T19:36:08Z,2022-09-19T19:36:11Z
2327489,Core/l3dGen|Loader/OpenJT,vaas-k8s-in01,6dc949c9ccc938c3d98fa819c1014f07d7020427,TranscoderService,2022-09-19T19:36:13Z,2022-09-19T19:36:18Z
2327783,Core/l3dGen|Loader/OpenJT,vaas-k8s-in01,32f19e0dbd67126c4f59b1c55ecffdc0fbe7d465,TranscoderService,2022-09-19T19:38:59Z,2022-09-19T19:39:03Z
2327741,Core/l3dGen|Loader/OpenJT,vaas-k8s-in01,a0e4404a12f4862359336da1caf668c533171954,TranscoderService,2022-09-19T19:38:58Z,2022-09-19T19:39:04Z
2327572,Core/l3dGen|Loader/OpenJT,vaas-k8s-in01,a6f3d1c4b2b3565bb490bb478b6815efa74863cf,TranscoderService,2022-09-19T19:38:27Z,2022-09-19T19:39:05Z
2328433,Core/l3dGen|Loader/OpenJT,vaas-k8s-in01,b35dee07039b27dd6c5d21992a96518de07fb8b6,TranscoderService,2022-09-19T19:46:25Z,2022-09-19T19:46:39Z
2328295,Core/l3dGen|Loader/OpenJT,vaas-k8s-in01,44d74ce28f0cf17bd8b3918b9fc2f06449856a05,TranscoderService,2022-09-19T19:45:59Z,2022-09-19T19:46:11Z
2329401,Core/l3dGen|Loader/OpenJT,vaas-k8s-in01,10d4a3d3e49b630d1981634c60606704acf129ed,TranscoderService,2022-09-19T20:39:43Z,2022-09-19T20:39:46Z
2330445,Core/l3dGen|Loader/OpenJT,vaas-k8s-in01,42e4d8d124839d1461202cb2bc6ebbecac12aa00,TranscoderService,2022-09-20T03:39:48Z,2022-09-20T03:39:56Z
2330665,Core/l3dGen|Loader/OpenJT,vaas-k8s-in01,28d319fd15d5a393a2985d33baf86a6e4ab7d6cc,TranscoderService,2022-09-20T03:46:35Z,2022-09-20T03:46:40Z
2330764,Core/l3dGen|Loader/OpenJT,vaas-k8s-in01,2ae37fc0b84e2c2cbbf32458331afc1f51e2f891,TranscoderService,2022-09-20T03:46:42Z,2022-09-20T03:46:45Z
2331188,Core/l3dGen|Loader/OpenJT,vaas-k8s-in01,b6b8809230122c07c4f7dd4a35a96933ee0a41e9,TranscoderService,2022-09-20T03:47:11Z,2022-09-20T03:47:19Z
2331219,Core/l3dGen|Loader/OpenJT,vaas-k8s-in01,7da9b8ca009bd2f7259e2d92ae4e090a4023f49c,TranscoderService,2022-09-20T03:47:13Z,2022-09-20T03:47:21Z
2331394,Core/l3dGen|Loader/OpenJT,vaas-k8s-in01,55795af6836d26ccfcb5ef7204e9b0637d17d119,TranscoderService,2022-09-20T03:47:25Z,2022-09-20T03:47:58Z
2331431,Core/l3dGen|Loader/OpenJT,vaas-k8s-in01,b493c26646b25fa69498dafa1b6b47d8acbe23ad,TranscoderService,2022-09-20T03:48:44Z,2022-09-20T03:48:53Z
2332098,Core/l3dGen|Loader/OpenJT,vaas-k8s-in01,a687ddcf6c9c1a26d96b538bdb14828a595f42b4,TranscoderService,2022-09-20T03:49:14Z,2022-09-20T03:49:22Z
2332191,Core/l3dGen|Loader/OpenJT,vaas-k8s-in01,93f489f47e708dc2a0c8cc3bc17b5605878ae7b0,TranscoderService,2022-09-20T03:49:26Z,2022-09-20T03:49:37Z
2331798,Core/l3dGen|Loader/OpenJT,vaas-k8s-in01,094b0ddc66329e9e76acd5f0bdeba19f66be0ea1,TranscoderService,2022-09-20T03:48:58Z,2022-09-20T03:49:09Z
2332352,Core/l3dGen|Loader/OpenJT,vaas-k8s-in01,b4daa46d4246c5b1c71a361560c351e3c47172c0,TranscoderService,2022-09-20T03:49:39Z,2022-09-20T03:49:53Z
2333193,Core/l3dGen|Loader/OpenJT,vaas-k8s-in01,9016a9f8ff30da2f531e1ac50ff15d93a0a8426c,TranscoderService,2022-09-20T04:09:51Z,2022-09-20T04:09:55Z
2333261,Core/l3dGen|Loader/OpenJT,vaas-k8s-in01,84abed6ac849bf9fa938747f70f7f8db8093c066,TranscoderService,2022-09-20T04:09:57Z,2022-09-20T04:10:14Z
2333499,Core/l3dGen|Loader/OpenJT,vaas-k8s-in01,549c041f05df3ad0ecc3a27b0f93e0435568813a,TranscoderService,2022-09-20T04:10:16Z,2022-09-20T04:10:27Z
2333493,Core/l3dGen|Loader/OpenJT,vaas-k8s-in01,efdd5d40ac7529a7b67ab7ee6d7fc1f266dd1658,TranscoderService,2022-09-20T04:10:15Z,2022-09-20T04:10:35Z
2333653,Core/l3dGen|Loader/OpenJT,vaas-k8s-in01,9a4326ef034b285c84090adbf1ee2d82fe72e28c,TranscoderService,2022-09-20T04:10:24Z,2022-09-20T04:10:52Z
2333807,Core/l3dGen|Loader/OpenJT,vaas-k8s-in01,ae4f60c90ef588b322576c1339b81276da56aae0,TranscoderService,2022-09-20T04:10:38Z,2022-09-20T04:10:49Z
2333883,Core/l3dGen|Loader/OpenJT,vaas-k8s-in01,7a2dcdba2d842e1bea80a7f23c5319646f9401ce,TranscoderService,2022-09-20T04:10:48Z,2022-09-20T04:10:59Z
2334020,Core/l3dGen|Loader/OpenJT,vaas-k8s-in01,c696d06b9bf466374ef239f74a6ed7780fba6974,TranscoderService,2022-09-20T04:11:01Z,2022-09-20T04:11:13Z
2333954,Core/l3dGen|Loader/OpenJT,vaas-k8s-in01,d2b3c4c80e12e1f4397b98568c069b34aa47f525,TranscoderService,2022-09-20T04:10:55Z,2022-09-20T04:11:15Z
2334766,Core/l3dGen|Loader/OpenJT,vaas-k8s-in01,f7cfecc76c6fa547ce1b4600dfbc340549a424a3,TranscoderService,2022-09-20T04:12:11Z,2022-09-20T04:12:22Z
2334951,Core/l3dGen|Loader/OpenJT,vaas-k8s-in01,54ea5772388ee472e9fd371788c0b60e4a8c9cfc,TranscoderService,2022-09-20T04:12:31Z,2022-09-20T04:12:43Z
2335253,Core/l3dGen|Loader/OpenJT,vaas-k8s-in01,ee0c10782ed045148c4d233e3c696895244b3944,TranscoderService,2022-09-20T04:12:58Z,2022-09-20T04:13:28Z
2335721,Core/l3dGen|Loader/OpenJT,vaas-k8s-in01,ad1fca14160ec6047ce5f54c8b8553e0663741d1,TranscoderService,2022-09-20T04:13:44Z,2022-09-20T04:14:06Z
2336026,Core/l3dGen|Loader/OpenJT,vaas-k8s-in01,526fca2e4872c470fb538d711dc18774d7d04a01,TranscoderService,2022-09-20T04:14:14Z,2022-09-20T04:14:26Z
2336213,Core/l3dGen|Loader/OpenJT,vaas-k8s-in01,169277346340137c85858c085b3f7f8309b7e4bf,TranscoderService,2022-09-20T04:14:37Z,2022-09-20T04:14:44Z
2336460,Core/l3dGen|Loader/OpenJT,vaas-k8s-in01,dcd4c02b3c47e41428d9a80a61e1b802ff52b2b8,TranscoderService,2022-09-20T04:15:17Z,2022-09-20T04:15:20Z
2336732,Core/l3dGen|Loader/OpenJT,vaas-k8s-in01,778f305df56c5b2395cb64bb8a43e3db4d62cc06,TranscoderService,2022-09-20T04:35:38Z,2022-09-20T04:35:45Z
2337072,Core/l3dGen|Loader/OpenJT,vaas-k8s-in01,bd162ee5db2531679418f7bf7d223b0519a68815,TranscoderService,2022-09-20T04:38:41Z,2022-09-20T04:38:44Z
2337357,Core/l3dGen|Loader/OpenJT,vaas-k8s-in01,443467720aad2d26345191306b4afe4226b49172,TranscoderService,2022-09-20T04:38:57Z,2022-09-20T04:39:06Z
2338778,Core/l3dGen|Loader/OpenJT,vaas-k8s-in01,7cf3436fb1e40639482d17e85280364248acf4ed,TranscoderService,2022-09-20T04:49:05Z,2022-09-20T04:49:10Z
2338875,Core/l3dGen|Loader/OpenJT,vaas-k8s-in01,ead86f09b468e51a049fd9069cfe0954e0784dbb,TranscoderService,2022-09-20T04:53:51Z,2022-09-20T04:53:55Z
2339144,Core/l3dGen|Loader/OpenJT,vaas-k8s-in01,941090da18e6e5155f9d8abf5986b78c46138769,TranscoderService,2022-09-20T04:54:09Z,2022-09-20T04:54:10Z
2339558,Core/l3dGen|Loader/OpenJT,vaas-k8s-in01,fde126f885ae9cdb68cdf07ae95207a218dc16a2,TranscoderService,2022-09-20T04:54:33Z,2022-09-20T04:54:40Z
2339712,Core/l3dGen|Loader/OpenJT,vaas-k8s-in01,5f160744f87c6a7bd51912e55d9e8678bd46be1d,TranscoderService,2022-09-20T04:54:41Z,2022-09-20T04:54:48Z
2339936,Core/l3dGen|Loader/OpenJT,vaas-k8s-in01,00bd690339056edb667672e54321b2795451a0b9,TranscoderService,2022-09-20T04:54:54Z,2022-09-20T04:54:56Z
2340149,Core/l3dGen|Loader/OpenJT,vaas-k8s-in01,c0b2d5f59b1524ed9194417465c4040f18aea95c,TranscoderService,2022-09-20T04:55:11Z,2022-09-20T04:55:18Z
2340500,Core/l3dGen|Loader/OpenJT,vaas-k8s-in01,73b67b3f54af4ad8f52e5960704464cf190fd9e4,TranscoderService,2022-09-20T04:57:11Z,2022-09-20T04:57:17Z
2341271,Core/l3dGen|Loader/OpenJT,vaas-k8s-in01,bffed808ca14119311fa3f3276bb8ba0fdd5f781,TranscoderService,2022-09-20T04:58:38Z,2022-09-20T04:58:44Z
2341540,Core/l3dGen|Loader/OpenJT,vaas-k8s-in01,dfe04ca27b0e24bbd0546da9bbfc10f81b6b0002,TranscoderService,2022-09-20T05:03:32Z,2022-09-20T05:03:39Z
2342060,Core/l3dGen|Loader/OpenJT,vaas-k8s-in01,b22523341e3f73f61d6305df075155b6905fab14,TranscoderService,2022-09-20T05:05:12Z,2022-09-20T05:05:23Z
2342440,Core/l3dGen|Loader/OpenJT,vaas-k8s-in01,ad6fc8ad0f21d71d126e49b923a6d409e67c99e2,TranscoderService,2022-09-20T05:12:07Z,2022-09-20T05:12:13Z
2342520,Core/l3dGen|Loader/OpenJT,vaas-k8s-in01,77742a5480bfa1ae2bb12a551d62e21c4f8bfce1,TranscoderService,2022-09-20T05:12:15Z,2022-09-20T05:12:19Z
2344618,Core/l3dGen|Loader/OpenJT,vaas-k8s-in01,1c5f52ad5c3c2e500ca5ab89a431eaa10a009e0c,TranscoderService,2022-09-20T05:15:14Z,2022-09-20T05:15:27Z
2344678,Core/l3dGen|Loader/OpenJT,vaas-k8s-in01,eff7d81401114d996d910ff05dc1d69f7684c366,TranscoderService,2022-09-20T05:15:19Z,2022-09-20T05:15:30Z
2344985,Core/l3dGen|Loader/OpenJT,vaas-k8s-in01,eaa01c3636aad8ca72030292b179d375e42480eb,TranscoderService,2022-09-20T05:15:50Z,2022-09-20T05:15:57Z
2345633,Core/l3dGen|Loader/OpenJT,vaas-k8s-in01,027d937a3afc5dcec34e9ac5af7a84f132341b6f,TranscoderService,2022-09-20T05:19:23Z,2022-09-20T05:19:34Z
2345482,Core/l3dGen|Loader/OpenJT,vaas-k8s-in01,3c6e1a695df21140a805fa638341b593b6e34afc,TranscoderService,2022-09-20T05:19:12Z,2022-09-20T05:19:53Z
2346016,Core/l3dGen|Loader/OpenJT,vaas-k8s-in01,4c989aa28e32fea6a1f118316e5328bebba10916,TranscoderService,2022-09-20T05:19:56Z,2022-09-20T05:20:33Z
2345475,Core/l3dGen|Loader/OpenJT,vaas-k8s-in01,79d0132ab9dc09abbd99b89d4057532a8fc48662,TranscoderService,2022-09-20T05:19:10Z,2022-09-20T05:20:13Z
